Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
246.3496887,11.52049301,-13.88752075,-6.635401611,19.22533605
246.3597507,10.32852173,-13.46300354,-6.718778229,18.25028236
246.3698117,8.00804718,-12.58418106,-4.594246216,15.60761131
246.3798737,4.862338715,-12.63717087,-3.480262756,13.98043827
246.3899347,3.757935333,-12.45215561,-3.290158081,13.41653448
246.3999967,4.049079895,-13.18787567,2.702480164,14.05768515
246.4100577,3.318299561,-13.95024033,7.567662964,16.213878
246.4201197,2.219434662,-13.95173721,6.427783356,15.52073646
246.4301807,1.766626282,-12.88041504,1.519190826,13.08946144
246.4402427,3.686683502,-11.12486572,-7.172484741,13.74040793
246.4503037,5.824388123,-11.8896254,-5.579796753,14.36735261
246.4603657,2.286046143,-13.28801743,2.650837555,13.74133741
246.4704267,-0.346230011,-12.3819516,1.380579071,12.46349065
246.4804887,-1.912273407,-11.57572815,-1.053509216,11.77981975
246.4905497,-2.378553772,-12.12628326,2.032323761,12.52336232
246.5006117,-1.432970123,-12.81904266,6.655609589,14.5147648
246.5106727,-1.554068298,-12.66022293,7.078180847,14.58756378
246.5207347,-2.683769073,-12.515923,4.162094879,13.46008837
246.5307957,-2.272125092,-12.89493484,2.567760315,13.34298655
246.5408577,-1.299148407,-12.65273849,2.129322052,12.89626265
246.5509187,-0.514330444,-12.40575211,1.705104218,12.53294066
246.5609807,-0.156724091,-12.76799881,1.348695374,12.83998969
246.5710417,-0.031284943,-13.08429108,0.667012939,13.10131894
246.5811037,-0.134270782,-12.54241791,-0.544567566,12.55495239
246.5911647,-0.133821716,-12.13885712,-1.876647491,12.28379282
246.6012267,1.188528442,-12.29992218,0.781973877,12.38192912
246.6112877,1.973196716,-10.95751373,2.136806488,11.33695526
246.6213497,3.363655243,-10.41070084,1.392703857,11.02889353
246.6314107,4.557422791,-9.804611206,0.998573456,10.85806854
246.6414727,5.42217453,-8.845555573,0.51837204,10.38809605
246.6515337,6.503525848,-8.405620422,0.533041534,10.64116706
246.6615957,7.329957275,-9.166787567,0.573906555,11.7510696
246.6716567,7.755821686,-9.516759796,0.809366913,12.30351827
246.6817187,7.066355438,-9.593699799,0.830922089,11.944157
246.6917797,5.855523376,-8.128995667,0.255818024,10.02163497
246.7018417,4.501888275,-7.466174011,-0.318088531,8.724215307
246.7119027,3.147804108,-6.255491638,-0.907862091,7.061448854
246.7219647,1.816472626,-4.666695557,-2.392325134,5.549850427
246.7320257,1.469943237,-3.873495026,-3.621269531,5.502571204
246.7420877,2.625989227,-3.753893738,-4.572092285,6.472369387
246.7521487,6.254892883,-5.488636322,-4.291126556,9.362829742
246.7622107,7.204817505,-6.760691071,-3.012635193,10.32919696
246.7722716,5.931864624,-6.217470703,-2.342927856,8.906922634
246.7823336,5.478008423,-4.339625702,-2.505938873,7.424328734
246.7923946,5.006339264,-4.21703064,-2.553240509,7.026081222
246.8024566,5.374124451,-4.085304565,-2.801424408,7.308823826
246.8125176,5.674998779,-4.226161652,-2.902314606,7.647841756
246.8225796,4.421206055,-4.688101044,-1.561103668,6.630414696
246.8326406,3.041674805,-5.080285492,1.51529892,6.112055065
246.8427026,2.707270203,-5.584287415,4.052672424,7.411999167
246.8527636,3.889811096,-5.944288788,5.06411911,8.724133305
246.8628256,6.116430817,-6.912325745,4.254602509,10.16329748
246.8728866,7.551795959,-7.789950714,2.268233185,11.08412541
246.8829486,9.56660614,-8.312514038,0.048349457,12.67360171
246.8930096,10.95841187,-8.385711823,-2.032623138,13.94770627
246.9030716,10.35741165,-6.406377869,-1.183139648,12.23590916
246.9131326,9.486372986,-5.774092712,-0.193996582,11.10716227
246.9231946,9.130712585,-5.950426025,0.794996796,10.92746549
246.9332556,9.395062866,-6.524631958,1.33387619,11.5159565
246.9433176,10.16670822,-6.425088959,1.527872772,12.12345328
246.9533786,10.67744614,-6.849456482,1.71887558,12.80146255
246.9634406,10.77175003,-8.539891205,2.20207077,13.92154647
246.9735016,10.52820648,-10.16311569,2.486179962,14.84294927
246.9835636,10.17808456,-10.84839066,2.549797668,15.09246346
246.9936246,9.983638916,-10.50754944,2.528092804,14.71301786
247.0036866,9.918075256,-9.925709381,2.687062225,14.28664505
247.0137476,9.985584869,-9.355395355,3.205434265,14.05382995
247.0238096,10.07285339,-9.096733246,4.023782501,14.15640339
247.0338706,9.606573029,-9.233698425,5.320835266,14.34777752
247.0439326,9.222172394,-9.116492157,6.021827545,14.2975977
247.0539936,9.540709991,-8.989705811,6.190826111,14.49711301
247.0640556,10.1351239,-9.262139282,5.433101807,14.76572233
247.0741166,10.72923843,-9.713450775,4.09533371,15.04125798
247.0841786,10.95871124,-10.31415161,1.826352081,15.15950651
247.0942396,10.70648575,-11.23279129,-0.428708496,15.52379555
247.1043016,10.17988083,-11.42484192,-1.34555191,15.36123356
247.1143626,9.230554962,-11.20105728,-1.335822144,14.57570753
247.1244246,8.309819641,-10.69600754,-1.531165924,13.63092619
247.1344856,7.646099854,-9.870324554,-1.840871887,12.62041834
247.1445476,7.015161896,-9.000483398,-2.064806213,11.59675052
247.1546086,6.922354889,-8.171806641,-1.87559967,10.87268574
247.1646706,7.182813263,-7.568710785,-1.320404205,10.51768304
247.1747316,7.513325958,-7.217990112,-0.7710466,10.44719872
247.1847936,7.659871216,-7.131470032,-0.358354797,10.47186278
247.1948546,7.74010437,-6.97025528,0.013172607,10.41603801
247.2049166,7.746990051,-6.787335663,0.135168915,10.30058498
247.2149776,7.566615143,-6.401438141,0.151335297,9.912364872
247.2250396,7.270231476,-5.825435944,0.083526306,9.316595209
247.2351006,6.792574768,-5.463638306,-0.039966888,8.717339782
247.2451626,6.519093475,-5.50644928,-0.119152222,8.534269779
247.2552236,6.472091217,-5.805826721,-0.114212494,8.695322486
247.2652856,6.612948303,-5.741759949,-0.022602997,8.757819561
247.2753466,6.831793213,-5.510939941,0.189056854,8.779498849
247.2854086,6.925348663,-5.224735107,0.434845734,8.686046389
247.2954696,6.833140411,-4.811294861,0.563877411,8.376056581
247.3055316,6.713090057,-4.393813019,0.636775818,8.048394523
247.3155926,6.415808258,-3.932023315,0.747844849,7.561922697
247.3256546,5.920787659,-3.513942719,0.876577148,6.940598492
247.3357156,5.4292099,-3.165467377,0.961151276,6.357697352
247.3457776,5.121898956,-2.919678497,1.100062408,5.997375155
247.3558386,4.972659302,-2.61401413,1.402134247,5.790197825
247.3659006,4.940176849,-2.351759491,1.686243439,5.725341644
247.3759616,4.932093658,-2.093097382,2.016157379,5.724639297
247.3860236,4.849465485,-1.85808609,2.325563965,5.690171101
247.3960846,4.977000275,-1.614991608,2.60338623,5.844343376
247.4061466,5.360053711,-1.304088135,2.987487488,6.27342834
247.4162076,5.617069244,-0.72314621,3.455115051,6.634171188
247.4262696,5.576204224,-0.041912842,3.889212341,6.798660373
247.4363306,5.752238159,0.739013214,4.368815002,7.26091791
247.4463926,6.486760712,1.219364319,5.102140045,8.342466477
247.4564536,7.759114838,1.186133423,6.537804565,10.21536412
247.4665156,8.409512329,2.743494873,9.83110611,13.22487463
247.4765766,8.768465881,3.329526215,10.35337006,13.97011132
247.4866386,9.046587524,3.251987457,11.11618378,14.69645229
247.4966996,9.687255249,3.460503845,10.21715332,14.49855935
247.5067616,6.133345642,7.414082336,3.496878204,10.2379052
247.5168226,-2.947370911,13.24909836,4.337979126,14.24933912
247.5268846,-3.857628021,10.68268524,8.897198181,14.4277924
247.5369456,-0.691262512,6.166426849,11.99320999,13.50332366
247.5470076,1.676214294,3.779191132,12.5677153,13.23024746
247.5570686,2.117496643,3.073558502,13.34564758,13.85773659
247.5671306,1.166075134,3.114423523,13.6016153,14.00226067
247.5771916,0.523162079,3.053799591,13.51090393,13.86159859
247.5872536,0.277073822,2.308050385,12.67863464,12.88998227
247.5973146,0.515827332,1.516945496,11.88767944,11.99517086
247.6073766,-0.531993713,1.454076233,10.60724213,10.71965207
247.6174376,-0.906365204,1.550026703,9.710157623,9.87477806
247.6274996,-0.890947266,1.689835968,8.993747406,9.194390955
247.6375606,-1.243464203,1.491947479,9.022188263,9.228867295
247.6476226,-1.264121246,0.807870026,9.099128265,9.221973308
247.6576836,-1.391805725,0.543519745,9.051527252,9.174022154
247.6677456,-1.41934845,0.946481781,9.071435852,9.230456446
247.6778066,-1.08344696,1.350641327,8.716374207,8.886690532
247.6878686,-0.685125275,1.821711731,8.02211792,8.254841379
247.6979296,-0.426163788,2.314337311,7.151678009,7.528895743
247.7079916,-0.107326813,2.575843506,6.3887146,6.889278848
